Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
Tacombi - Empire State Building,NA,4.4,17,2,Mexican,Midtown East,Manhattan
Jongro Bbq,NA,NA,NA,2,Barbecue,Flower District,Manhattan
Paul's Dancing Cafe,NA,NA,NA,2,American,Midtown East,Manhattan
800 Degrees Woodfired Kitchen,NA,4.5,164,2,Italian,Midtown East,Manhattan
Blake & Todd Restaurant & Caterers,NA,NA,NA,2,Italian,Midtown East,Manhattan
Bay Ridge Diner,NA,NA,NA,2,American,Midtown East,Manhattan
Skylark,NA,NA,NA,2,Grill,Midtown East,Manhattan
Tacos Tijuana,NA,NA,NA,2,Mexican,Midtown East,Manhattan
Carnem,NA,NA,NA,2,Steakhouse,Murray Hill,Manhattan
Konbini,NA,NA,NA,2,Japanese,NoMad,Manhattan
Bookchangdong,NA,NA,NA,2,Korean,Midtown West,Manhattan
5 Bar Karaoke,NA,NA,NA,2,Grill,Midtown West,Manhattan
BARO by Chefs Society,NA,NA,NA,2,Korean,NoMad,Manhattan
Kirakuya,NA,3.5,6,2,Japanese,Midtown East,Manhattan
Shilla - NY,NA,NA,NA,2,Kosher,Flower District,Manhattan
Turntable LP Bar & Karaoke,NA,4.7,23,2,Korean,Midtown West,Manhattan
Udon Lab,NA,NA,NA,2,Japanese,NoMad,Manhattan
Third Floor Cafe,NA,NA,NA,2,Kosher,Murray Hill,Manhattan
Stanford West Whiskey Bar,NA,4.3,1,3,Bar / Lounge / Bottle Service,Midtown West,Manhattan
Rick's Cabaret International,NA,NA,NA,2,Steakhouse,Midtown West,Manhattan
Petit Poulet,NA,4.1,868,2,French,Midtown West,Manhattan
L'Amico,NA,4.5,2200,4,American,Chelsea,Manhattan
Shanghai Mong,NA,NA,NA,2,Chinese,Flower District,Manhattan
Ditmars Station Pub & Restaurant,NA,NA,NA,2,Grill,Midtown East,Manhattan
Massalawala Brooklyn,NA,NA,NA,2,Indian,NoMad,Manhattan
Martinique Cafe,NA,NA,NA,2,Cafe Dining,Flower District,Manhattan
Cuisine's at Holiday Inn Midtown,NA,NA,NA,4,American,Flower District,Manhattan
Cafe Rustico Ii Incorporated,NA,NA,NA,2,Italian,Midtown East,Manhattan
Hangawi,NA,NA,NA,4,American,Murray Hill,Manhattan
IchiUmi - NYC,NA,3.8,65,3,Sushi,Midtown East,Manhattan
Brendan's Bar & Grill,NA,NA,NA,2,English,Flower District,Manhattan
The Den - Hyatt Herald Square,NA,3.8,5,2,Contemporary American,Midtown East,Manhattan
Up on 20 - Hyatt Herald Square,NA,3.1,2,2,Gastro Pub,Midtown West,Manhattan
Turntable Chicken Rock,NA,4.3,19,2,Korean,NoMad,Manhattan
The Heights,NA,NA,NA,2,American,Midtown East,Manhattan
Metro Grill,NA,NA,NA,2,American,Flower District,Manhattan
Kunjip Restaurant,NA,NA,NA,2,Korean,NoMad,Manhattan
Madangsui-NY,NA,4.3,318,2,Korean,Midtown West,Manhattan
Hyo Dong Gak,NA,NA,NA,3,Kosher,Flower District,Manhattan
Hanbat Restaurant,NA,NA,NA,2,Kosher,Flower District,Manhattan
Her Name is Han,NA,4.5,27,2,Korean,Gramercy / Flatiron,Manhattan
Cho Dang Gol Korean Restaurant,NA,NA,NA,2,Kosher,Flower District,Manhattan
Vatan Indian Restaurant,NA,NA,NA,2,Indian,Chelsea,Manhattan
Yashin,NA,NA,NA,2,Sushi,Midtown East,Manhattan
Tung Sing Restaurant,NA,NA,NA,2,American,Gramercy / Flatiron,Manhattan
YOON Haeundae Galbi,NA,NA,NA,2,Korean,Midtown West,Manhattan
Fero,NA,NA,NA,2,Italian,Murray Hill,Manhattan
Nanoosh,NA,NA,NA,2,American,Midtown East,Manhattan
Suite 36 Restaurant & Sports Lounge,NA,3.7,14,2,Contemporary American,Midtown East,Manhattan
Avaton Estiatorio,NA,4.3,135,3,Greek,Midtown East,Manhattan
Sushi Sen-nin,NA,NA,NA,4,Sushi,Murray Hill,Manhattan
Tina's Restaurant,NA,NA,NA,2,Latin American,Murray Hill,Manhattan
Koi - New York,NA,4.6,3658,3,Japanese,Midtown West,Manhattan
O'Reilly's Pub,NA,4.1,31,2,Irish,Midtown West,Manhattan
Woodpecker by David Burke,NA,4.3,489,2,American,NoMad,Manhattan
W Cafe,NA,NA,NA,2,American,Midtown East,Manhattan
Holland House  NYC,NA,3.0,8,2,American,Chelsea,Manhattan
Denny's New Fashion,NA,NA,NA,2,American,Midtown West,Manhattan
Henri On Fifth,NA,NA,NA,2,American,Gramercy / Flatiron,Manhattan
Ravagh - Madison Avenue,NA,NA,NA,2,Middle Eastern,Murray Hill,Manhattan
Toyama Sushi,NA,NA,NA,3,Sushi,Theater District / Times Square,Manhattan
Monarch Rooftop Lounge,NA,4.0,102,4,Bar / Lounge / Bottle Service,Midtown West,Manhattan
Tonchin,NA,NA,NA,2,Ramen,Midtown West,Manhattan
Hotel Grand Union,NA,NA,NA,4,American,Murray Hill,Manhattan
Slattery's Mid Town Pub,NA,3.5,9,4,Comfort Food,Murray Hill,Manhattan
Keen's Steakhouse,NA,4.5,8399,3,Steak,Midtown West,Manhattan
The Rag Trader,NA,4.6,806,3,American,Midtown West,Manhattan
Cantina Bella,NA,NA,NA,2,Contemporary Mexican,NoMad,Manhattan
McGettigan's,NA,3.9,15,2,Gastro Pub,Midtown West,Manhattan
Habanero Blues,NA,4.0,175,2,Mexican,Midtown East,Manhattan
Arabesque,NA,4.1,307,3,Moroccan,Midtown East,Manhattan
The Cutting Room,NA,NA,NA,4,American,Murray Hill,Manhattan
5th & MAD,NA,3.8,18,2,Gastro Pub,Midtown West,Manhattan
The Ginger Man,NA,NA,NA,2,Grill,Midtown East,Manhattan
Ai Fiori,NA,4.5,4258,3,Contemporary European,Midtown West,Manhattan
"Private Dining at The Langham, New York, Fifth Avenue",NA,5.0,2,4,Contemporary American,Midtown East,Manhattan
Nonono,NA,NA,NA,2,Japanese,Murray Hill,Manhattan
The Roger Parlour,NA,4.1,16,2,Bistro,NoMad,Manhattan
Lumaca,NA,4.3,5,3,Italian,NoMad,Manhattan
The Long Hall,NA,3.6,7,2,Irish,Murray Hill,Manhattan
Cafe Au Bon Gout,NA,NA,NA,2,American,Midtown West,Manhattan
Spoon Table & Bar,NA,4.4,290,3,American,Midtown East,Manhattan
Blacksmith Cafe & Delicatessen,NA,NA,NA,2,American,Midtown East,Manhattan
Blank Slate Tea,NA,4.6,20,2,Afternoon Tea,Murray Hill,Manhattan
Reichenbach Hall,NA,4.2,470,2,German,Midtown West,Manhattan
Little Mad,NA,NA,NA,2,Korean,NoMad,Manhattan
Ferris at Made Hotel,NA,NA,NA,2,American,Chelsea,Manhattan
Masala King,NA,4.3,4,2,Contemporary Indian,Midtown East,Manhattan
Artisanal Fromagerie Bistro & Wine Bar,NA,3.9,5577,3,French,Murray Hill,Manhattan
Pennsylvania 6 - NYC,NA,4.2,655,3,American,Midtown West,Manhattan
La Mesa de Paul Restaurant @ The Paul Hotel NYC,NA,NA,2,2,American,Chelsea,Manhattan
Akura Sushi,NA,NA,NA,2,Sushi,Murray Hill,Manhattan
Studio Square,NA,NA,NA,2,American,Murray Hill,Manhattan
The Crooked Knife,NA,3.8,248,2,Gastro Pub,Murray Hill,Manhattan
L&W Oyster Co,NA,4.3,442,3,Seafood,Gramercy / Flatiron,Manhattan
Jimmy's American Grill And Bar,NA,NA,NA,2,Grill,Flower District,Manhattan
Feile,NA,4.1,220,2,Irish,Midtown West,Manhattan
Zaytinya at Ritz-Carlton New York,NA,NA,NA,2,Greek,NoMad,Manhattan
Bazaar by José Andrés at the Ritz-Carlton New York,NA,NA,NA,2,Spanish,NoMad,Manhattan
Random Access,NA,NA,NA,2,Asian,Chelsea,Manhattan
Vini e Fritti,NA,NA,NA,2,Italian,Midtown East,Manhattan
Lupulo,NA,NA,NA,2,Portuguese,Chelsea,Manhattan
Skirt Steak,NA,NA,NA,2,Steak,Chelsea,Manhattan
Pokeworks,NA,NA,NA,2,Hawaiian,Midtown West,Manhattan
Deweys Pub,NA,NA,NA,4,American,Flower District,Manhattan
Lalibela Ethiopian Restaurant,NA,NA,NA,4,Cafe Dining,Murray Hill,Manhattan
Marthita's Bar & Grill,NA,NA,NA,2,Grill,NoMad,Manhattan
The Library at The NoMad,NA,NA,NA,2,American,NoMad,Manhattan
Stout NYC,NA,NA,NA,2,American,Midtown West,Manhattan
Cucina & Co. - Macy's,NA,NA,NA,3,Mediterranean,Flower District,Manhattan
Mason Jar,NA,3.7,179,2,Barbecue,Gramercy / Flatiron,Manhattan
Sugar Freak,NA,NA,NA,2,Cajun,Murray Hill,Manhattan
Porchlight,NA,NA,NA,2,American,Chelsea,Manhattan
Cafe China,NA,NA,NA,2,Chinese,Murray Hill,Manhattan
PN wood fired pizza,NA,4.5,135,3,Italian,Gramercy / Flatiron,Manhattan
Barlney Rock Restaurant,NA,NA,NA,2,Grill,Midtown West,Manhattan
Franchia,NA,NA,NA,2,Vegetarian,Murray Hill,Manhattan
The Australian,NA,4.1,133,3,Australian,Midtown West,Manhattan
Mendy S Restaurant,NA,NA,NA,2,American,Midtown East,Manhattan
The NoMad Bar - Permanently Closed,NA,NA,NA,2,American,NoMad,Manhattan
TEISUI,NA,4.5,67,4,Sushi,Gramercy / Flatiron,Manhattan
Salt And Pepper,NA,NA,NA,2,American,Midtown West,Manhattan
Blue Elephant Cuisine,NA,NA,NA,2,American,Chelsea,Manhattan
Noda,NA,NA,NA,2,Sushi,NoMad,Manhattan
The NoMad,NA,4.6,3301,3,Contemporary American,NoMad,Manhattan
Piccolo Cafe - Madison Ave,NA,NA,NA,2,Italian,Midtown East,Manhattan
Cafe Bonjour Deli & Pizza,NA,NA,NA,2,Italian,Midtown West,Manhattan
Marta,NA,4.6,1757,2,Italian,Lower East Side,Manhattan
Ulivo,NA,4.4,450,3,Italian,NoMad,Manhattan
PS450,NA,NA,NA,3,American,Murray Hill,Manhattan
Mondrian Terrace,NA,4.3,1,2,American,NoMad,Manhattan
Chef Street,NA,NA,NA,2,American,Hell's Kitchen,Manhattan
Herald Square Cafe,NA,NA,NA,2,American,Midtown West,Manhattan
NYC Pizza Bar,NA,NA,NA,2,Pizza Bar,Midtown West,Manhattan
Ava Social,NA,NA,NA,2,Bar / Lounge / Bottle Service,Midtown West,Manhattan
Lime Jungle,NA,NA,NA,2,Mexican,Murray Hill,Manhattan
Hendricks Rooftop,NA,NA,2,2,Tapas / Small Plates,Midtown West,Manhattan
Paloma at the Hendricks,NA,4.0,12,3,Latin American,Midtown West,Manhattan
Daintree,NA,NA,NA,2,Australian,Flower District,Manhattan
Isla,NA,NA,NA,2,Bar / Lounge / Bottle Service,Flower District,Manhattan
Byblos - NYC,NA,4.0,76,2,Lebanese,Murray Hill,Manhattan
Sarabeth's,NA,NA,NA,2,American,Flower District,Manhattan
Steak ‘N Lobster,NA,3.9,5,2,Steak,NoMad,Manhattan
Wine Disciples Enoteca - Permanently Closed,NA,4.2,47,3,Italian,Chelsea,Manhattan
John Doe Bar & Kitchen,NA,4.0,20,2,Gastro Pub,Gramercy / Flatiron,Manhattan
Mexicangrill Incorporated,NA,NA,NA,2,Mexican,NoMad,Manhattan
Mad Dog & Beans Mexican Cantina,NA,NA,NA,2,Mexican,Flower District,Manhattan
Mr Broadway,NA,NA,NA,3,Kosher,Flower District,Manhattan
Tijuana Joe?s,NA,NA,NA,3,Kosher,Flower District,Manhattan
California Pizza Kitchen - Park Avenue South - PRIORITY SEATING,NA,4.1,10,2,American,Murray Hill,Manhattan
Ziya,NA,NA,NA,4,Barbecue,Gramercy / Flatiron,Manhattan
Benno,NA,4.7,149,4,Mediterranean,NoMad,Manhattan
Japas38,NA,NA,NA,4,American,Flower District,Manhattan
230 FIFTH,NA,NA,NA,2,Cafe Dining,Gramercy / Flatiron,Manhattan
Leonelli Taberna,NA,4.5,156,3,Italian,Gramercy / Flatiron,Manhattan
Pitopia,NA,NA,NA,2,Kosher,Flower District,Manhattan
Macaron Cafe,NA,NA,NA,2,American,Flower District,Manhattan
114 @ THE MARMARA PARK AVENUE,NA,4.3,4,2,Contemporary American,NoMad,Manhattan
The Blue Rooftop,NA,3.1,8,2,Tapas / Small Plates,NoMad,Manhattan
Colbeh Restaurant,NA,NA,NA,2,North African,Flower District,Manhattan
Chef 28,NA,4.0,12,2,Asian,Murray Hill,Manhattan
Piggyback NYC,NA,4.6,50,2,Asian,Chelsea,Manhattan
Till & Sprocket,NA,4.3,177,2,American,Chelsea,Manhattan
Royalton Brasserie,NA,4.2,3,3,Contemporary French,NoMad,Manhattan
Proper West,NA,4.2,182,2,Contemporary American,Midtown West,Manhattan
Sweetcatch Poke - Madison,NA,NA,NA,2,Hawaiian,NoMad,Manhattan
Pando 39,NA,NA,NA,2,American,Flower District,Manhattan
Shanghai Broadway Restaurant,NA,NA,4,2,Chinese,Murray Hill,Manhattan
Asellina Ristorante,NA,4.0,682,3,Italian,Gramercy / Flatiron,Manhattan
Calle Dao - Bryant Park,NA,4.3,547,2,Cocktail Bar,Theater District / Times Square,Manhattan
Savory Labs,NA,NA,NA,3,American,Flower District,Manhattan
Toon Thai Cafe,NA,NA,NA,2,Thai,Murray Hill,Manhattan
Local West,NA,NA,NA,2,Gastro Pub,Flower District,Manhattan
Lucy's Cantina Royale,NA,NA,NA,4,American,Flower District,Manhattan
Mulberry And Vine,NA,NA,NA,2,Grill,Chelsea,Manhattan
Mulberry & Vine,NA,NA,NA,2,American,Chelsea,Manhattan
Mexicue - Flatiron,NA,NA,NA,2,Mexican,Gramercy / Flatiron,Manhattan
Asia Culture Inc,NA,NA,NA,2,Chinese,Midtown West,Manhattan
Atomix,NA,NA,NA,2,Korean,Gramercy / Flatiron,Manhattan
Henry,NA,NA,NA,2,American,Midtown West,Manhattan
Atomix,NA,4.0,72,2,Korean,Murray Hill,Manhattan
Mykonos Blue,NA,4.3,394,3,Greek,Chelsea,Manhattan
Mykonos Blue Rooftop,NA,3.6,97,2,Greek,Chelsea,Manhattan
Windfall Bar and Restaurant,NA,NA,NA,2,American,Flower District,Manhattan
Curry Dream Indian Restaurant,NA,NA,2,2,Indian,Midtown West,Manhattan
Madison Square Tavern,NA,3.6,59,2,Contemporary American,Chelsea,Manhattan
The Kati Roll Company Inc,NA,NA,NA,2,Indian,Midtown West,Manhattan
Bread & Butter,NA,NA,NA,2,American,Gramercy / Flatiron,Manhattan
Miraj Healthy Grill - Manhattan,NA,4.4,12,2,Mediterranean,Murray Hill,Manhattan
Six-o Restaurant,NA,NA,NA,2,American,Midtown West,Manhattan
Moon Flower,NA,NA,NA,2,American,NoMad,Manhattan
La Pecora Bianca Bryant Park,NA,4.7,19,2,Italian,Midtown West,Manhattan
ATOBOY,NA,NA,NA,2,Korean,NoMad,Manhattan
Vin Sur Vingt,NA,NA,NA,2,Grill,Gramercy / Flatiron,Manhattan
Beyond Sushi - Herald Square,NA,4.5,33,2,Vegan,Midtown West,Manhattan
Fournos Theophilos - 7th AVE,NA,4.4,3,2,Greek,Midtown West,Manhattan
Belgian Beer Café NoMad,NA,4.0,221,3,Belgian,NoMad,Manhattan
A Canaan Sushi,NA,NA,NA,2,Japanese,Chelsea,Manhattan
Andrews 35 St Coffee Shop,NA,NA,NA,2,American,Flower District,Manhattan
Bread & Butter,NA,NA,NA,2,American,Midtown West,Manhattan
Toshi's Living Room & Penthouse,NA,3.1,7,2,Comfort Food,Gramercy / Flatiron,Manhattan
The Hog Pit,NA,NA,NA,2,Cafe Dining,Gramercy / Flatiron,Manhattan
Smorgas Chef @ Scandinavia House,NA,4.0,481,2,Scandinavian,Murray Hill,Manhattan
by. CHLOE Fashion District,NA,NA,NA,2,Vegan,Midtown East,Manhattan
Ajisen Ramen,NA,NA,NA,2,Asian,Chelsea,Manhattan
Black Barn Chef's Table,NA,4.7,2,4,American,NoMad,Manhattan
The Grey Dog - Flatiron,NA,NA,NA,2,American,NoMad,Manhattan
Nanoosh,NA,NA,2,2,Mediterranean,Midtown West,Manhattan
Les Halles Park Avenue - Permanently Closed,NA,3.9,3812,2,French,Gramercy / Flatiron,Manhattan
La Brasserie,NA,NA,NA,2,French,NoMad,Manhattan
Izakaya NoMad,NA,4.4,104,2,Japanese,Gramercy / Flatiron,Manhattan
Wasabi,NA,NA,NA,2,Japanese,Chelsea,Manhattan
The Raines Law Room at The William,NA,NA,NA,2,Contemporary American,Murray Hill,Manhattan
Maysville,NA,4.4,930,3,American,Gramercy / Flatiron,Manhattan
Taste Buds,NA,NA,NA,2,American,Chelsea,Manhattan
Murray Hill Diner,NA,NA,NA,2,American,Murray Hill,Manhattan
Manhattan Halal Restaurant,NA,NA,NA,2,Pakistani,Chelsea,Manhattan
Sun Sun Rest.,NA,NA,NA,2,American,Flower District,Manhattan
Latin American Restaurant Corporation,NA,NA,NA,2,Latin American,Chelsea,Manhattan
Resto,NA,3.7,1006,3,Gastro Pub,Gramercy / Flatiron,Manhattan
Harrington's,NA,NA,NA,2,Gastro Pub,Flower District,Manhattan
Izumi Sushi,NA,NA,NA,2,Japanese,Chelsea,Manhattan
Vezzo,NA,5.0,1,2,Italian,Murray Hill,Manhattan
L Z Sushi,NA,NA,NA,2,Sushi,Midtown West,Manhattan
Hakubai - The Kitano Hotel New York,NA,4.5,316,4,Japanese,Murray Hill,Manhattan
Cafe Del Sol Incorporated,NA,NA,NA,2,American,Midtown West,Manhattan
The Shakespeare,NA,4.3,370,3,British,Midtown East,Manhattan
Bryant Park Grill,NA,4.1,4286,2,American,Midtown West,Manhattan
Grand Sichuan - Murray Hill,NA,NA,NA,3,Fusion / Eclectic,Murray Hill,Manhattan
La Pecora Bianca - NoMad,NA,4.5,1579,2,Italian,Gramercy / Flatiron,Manhattan
Chick Pea At Penn Station,NA,NA,NA,2,American,Midtown West,Manhattan
John Sullivan's,NA,NA,NA,2,Grill,Flower District,Manhattan
A Voce Madison,NA,4.1,1541,4,Italian,Gramercy / Flatiron,Manhattan
Mishima,NA,NA,NA,2,Sushi,Murray Hill,Manhattan
Lunch Cafe Incorporated,NA,NA,NA,2,American,Chelsea,Manhattan
Mustang Harry's,NA,4.2,600,2,American,Midtown West,Manhattan
Rose Bakery - DSNY,NA,NA,NA,4,American,Murray Hill,Manhattan
Cafe Thirty First,NA,NA,NA,2,Burgers,Midtown West,Manhattan
Marche Madison,NA,NA,NA,2,French,Midtown East,Manhattan
VERSA,NA,4.3,423,3,American,Midtown West,Manhattan
Marika,NA,NA,NA,2,American,Flower District,Manhattan
Tortazo NoMad,NA,NA,NA,2,American,NoMad,Manhattan
Hill Country Chicken - NoMad,NA,NA,NA,2,American,Chelsea,Manhattan
Pig n Whistle on 36th,NA,4.0,294,2,Irish,Midtown West,Manhattan
Sushi Ginza Onodera - NYC,NA,4.8,472,4,Sushi,Midtown East,Manhattan
Penelope Cafe,NA,NA,NA,2,American,Murray Hill,Manhattan
Triple Crown Restaurant & Ale House,NA,NA,NA,2,English,Chelsea,Manhattan
Seven Bistro,NA,3.9,687,3,American,Midtown West,Manhattan
Amore Cafe - Holiday Inn,NA,NA,NA,4,American,Gramercy / Flatiron,Manhattan
Abigael's Restaurant,NA,4.2,91,3,Kosher,Theater District / Times Square,Manhattan
Lallisse Mediterranean Wine & Food,NA,4.1,124,2,Mediterranean,Murray Hill,Manhattan
Oaxaca Tacos Murray Hill,NA,NA,1,2,Mexican,Kips Bay,Manhattan
Karuma Asian Supper Club,NA,5.0,1,3,Asian,Midtown West,Manhattan
Jimmy's 38 NYC,NA,3.4,60,3,Latin / Spanish,Midtown West,Manhattan
Between The Bread,NA,NA,NA,2,American,Midtown East,Manhattan
Roma Nova Restaurant,NA,NA,NA,2,Italian,Murray Hill,Manhattan
Lemony,NA,3.7,5,2,Greek,Midtown West,Manhattan
Greek Corner,NA,NA,NA,2,Greek,Chelsea,Manhattan
S'mac,NA,NA,NA,2,American,Murray Hill,Manhattan
40/40 Club,NA,3.9,447,3,Contemporary American,Chelsea,Manhattan
Shinagawa,NA,4.3,26,2,Japanese,Murray Hill,Manhattan
The Shop - Andaz Fifth Avenue,NA,4.2,135,3,American,Midtown East,Manhattan
Park Avenue Winter,NA,4.6,2995,3,American,Gramercy / Flatiron,Manhattan
Tiffin Wallah,NA,4.2,28,2,Indian,Murray Hill,Manhattan
Taylor St Baristas,NA,NA,NA,2,Cafe Dining,Midtown East,Manhattan
Prime Cafe,NA,3.2,6,2,Italian,Chelsea,Manhattan
Pino Wine Bar,NA,NA,NA,2,Grill,Murray Hill,Manhattan
Mark's Off Madison,NA,4.6,53,4,Italian,NoMad,Manhattan
Essen,NA,NA,NA,2,American,Midtown East,Manhattan
Nomado 33,NA,4.0,147,2,Sushi,Murray Hill,Manhattan
Blue Dog Cafe,NA,NA,NA,2,Cafe Dining,Gramercy / Flatiron,Manhattan
J.J. Kinahan's,NA,4.1,14,3,Gastro Pub,Chelsea,Manhattan
Cask Bar & Kitchen,NA,4.5,116,2,American,Murray Hill,Manhattan
DaDong NY - Chef's Tasting Floor,NA,3.8,33,4,Chinese,Midtown West,Manhattan
Gold Bear,NA,NA,NA,2,Bar / Lounge / Bottle Service,NoMad,Manhattan
Rogue,NA,NA,NA,2,Gastro Pub,Gramercy / Flatiron,Manhattan
Forground,NA,NA,NA,2,American,Flower District,Manhattan
Arno Ristorante,NA,NA,NA,2,American,Theater District / Times Square,Manhattan
Turnmill Bar,NA,NA,NA,4,Cafe Dining,Kips Bay,Manhattan
Curry In A Hurry,NA,NA,NA,2,Indian,Kips Bay,Manhattan
Anjappar Chettinad,NA,3.6,3,2,Indian,Murray Hill,Manhattan
Roof at Park South,NA,NA,NA,2,American,Midtown East,Manhattan
Atto Prime Meats and Seafood,NA,3.6,23,2,Steakhouse,Murray Hill,Manhattan
Aki Sushi - Gramercy Park,NA,NA,NA,3,Sushi,Kips Bay,Manhattan
Juniper Bar,NA,NA,NA,4,American,Flower District,Manhattan
Sweetbriar,NA,NA,NA,2,American,NoMad,Manhattan
Tagine Dining Gallery,NA,NA,NA,2,American,Midtown West,Manhattan
Crompton Ale House,NA,4.2,110,2,American,Chelsea,Manhattan
Lucid Cafe,NA,NA,NA,2,American,Murray Hill,Manhattan
Cafe Nunez,NA,NA,28,2,Latin / Spanish,Midtown West,Manhattan
Jazz Standard,NA,4.1,283,3,Barbecue,Gramercy / Flatiron,Manhattan
Bon Chon Chicken,NA,NA,NA,2,American,Midtown West,Manhattan
Junoon Main Dining Room,NA,4.2,2143,4,Indian,Gramercy / Flatiron,Manhattan
Sir Henri Penthouse Rooftop,NA,4.1,20,3,Greek,Gramercy / Flatiron,Manhattan
Junoon Patiala Room,NA,4.4,284,4,Indian,Gramercy / Flatiron,Manhattan
Green Kitchen,NA,NA,NA,2,American,Flower District,Manhattan
Hole in the Wall - Flatiron,NA,NA,NA,2,Australian,NoMad,Manhattan
The Sentry Flatiron,NA,NA,NA,2,Bar / Lounge / Bottle Service,NoMad,Manhattan
Henri's Patio Grill,NA,5.0,1,3,American,Gramercy / Flatiron,Manhattan
Sir Henri,NA,NA,NA,2,American,Gramercy / Flatiron,Manhattan
Capatosta - Permanently Closed,NA,4.2,23,3,Italian,Gramercy / Flatiron,Manhattan
Chote Nawab,NA,4.2,229,2,Indian,Murray Hill,Manhattan
Raymi,NA,4.3,1059,3,Latin American,Gramercy / Flatiron,Manhattan
Chinese Club - Murray Hill,NA,3.8,1,2,Chinese,Murray Hill,Manhattan
Lugo Cucina,NA,4.1,1641,3,Italian,Midtown West,Manhattan
Sottosuolo,NA,4.3,27,2,Italian,Murray Hill,Manhattan
Tapa Indian Restaurant,NA,NA,NA,2,Indian,Kips Bay,Manhattan
Norikoh- 24th Street,NA,4.2,20,2,Creative Japanese,Gramercy / Flatiron,Manhattan
Epice,NA,NA,NA,2,Middle Eastern,Chelsea,Manhattan
Ben's Kosher Deli Restaurant,NA,NA,NA,2,American,Theater District / Times Square,Manhattan
Ben's Kosher Delicatessen - Manhattan,NA,4.1,114,2,Deli,Midtown West,Manhattan
American Whiskey,NA,4.0,262,2,American,Midtown West,Manhattan
Cafe Grumpy,NA,NA,NA,2,American,Theater District / Times Square,Manhattan
Norikoh Chelsea,NA,NA,NA,2,Japanese,NoMad,Manhattan
Kobeyaki,NA,NA,NA,2,American,Chelsea,Manhattan
Sticky's Finger Joint,NA,NA,NA,2,American,Murray Hill,Manhattan
Ortzi by Jose Garces,NA,4.4,698,3,Basque,Theater District / Times Square,Manhattan
Caliente Cab Co,NA,NA,NA,2,Mexican,Murray Hill,Manhattan
Sweetcatch Poke - Grand Central,NA,NA,NA,2,Hawaiian,Midtown East,Manhattan
Blockheads Burritos,NA,NA,NA,2,Mexican,Murray Hill,Manhattan
Hummus Kitchen,NA,NA,NA,2,Middle Eastern,Murray Hill,Manhattan
Upland,NA,4.6,2583,4,Contemporary American,Gramercy / Flatiron,Manhattan
Food Trends,NA,NA,NA,2,Italian,Midtown East,Manhattan
The Tillage New York,NA,4.4,10,2,Farm-to-table,Chelsea,Manhattan
Tappo Pizza,NA,NA,NA,4,American,Gramercy / Flatiron,Manhattan
Stout NYC Grand Central,NA,4.2,50,2,American,Midtown East,Manhattan
Bareburger,NA,NA,NA,2,Burgers,Murray Hill,Manhattan
Kurry Pavilion,NA,4.5,20,2,Indian,Murray Hill,Manhattan
Brgr,NA,NA,NA,2,Burgers,Chelsea,Manhattan
The Skylark NYC,NA,4.5,706,2,American,Theater District / Times Square,Manhattan
Ramen Takumi,NA,NA,NA,2,Asian,Murray Hill,Manhattan
Sushi Zo Midtown,NA,NA,NA,2,Sushi,Murray Hill,Manhattan
Iron Sushi,NA,NA,NA,3,Sushi,Kips Bay,Manhattan
Fika,NA,NA,NA,2,American,Midtown West,Manhattan
Event Cruises NYC,NA,NA,NA,2,American,Flower District,Manhattan
Kailash Parbat,NA,4.2,10,2,Indian,Murray Hill,Manhattan
